locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJICCACA_01532	CDS	318				hypothetical protein
IJICCACA_01533	CDS	1530				monooxygenase
IJICCACA_01534	CDS	978				S-adenosylmethionine-dependent methyltransferase
IJICCACA_01535	CDS	1110				transcriptional regulator
IJICCACA_01536	CDS	1425				diacyglycerol O-acyltransferase
IJICCACA_01537	CDS	1518	gltA2			citrate synthase 1
IJICCACA_01538	CDS	1608				oxidoreductase
IJICCACA_01539	CDS	264				putative protein
IJICCACA_01540	CDS	981	arfA			peptidoglycan-binding protein ArfA
IJICCACA_01541	CDS	153	arfB			membrane protein
IJICCACA_01542	CDS	528	arfC			membrane protein
IJICCACA_01543	CDS	1410	prrB			two component sensor histidine kinase PrrB
IJICCACA_01544	CDS	711	prrA			two component transcriptional regulator PrrA
IJICCACA_01545	CDS	1488	accD3			acetyl-CoAcarboxylase carboxyl transferase subunit beta
IJICCACA_01546	CDS	732	echA6			enoyl-CoA hydratase EchA6
IJICCACA_01547	CDS	1119			COG2220	putative protein
IJICCACA_01548	CDS	1689	dap	3.4.11.19		D-aminopeptidase
IJICCACA_01549	CDS	2394	ctpE			metal cation transporter ATPase E
IJICCACA_01550	CDS	159				hypothetical protein
IJICCACA_01551	CDS	180				antitoxin
IJICCACA_01552	CDS	435				toxin
IJICCACA_01553	CDS	774			COG3324	Putative glyoxylase CFP32
IJICCACA_01554	CDS	474				transmembrane protein
IJICCACA_01555	CDS	231				hypothetical protein
IJICCACA_01556	CDS	1509				dioxygenase
IJICCACA_01557	CDS	1239				lipid carrier protein or keto acyl-CoA thiolase
IJICCACA_01558	CDS	1272	PPE14			PPE family protein PPE14
IJICCACA_01559	CDS	300	PE7			PE family protein PE7
IJICCACA_01560	CDS	1782	betP			glycine betaine transport integral membrane protein BetP
IJICCACA_01561	CDS	258				hypothetical protein
IJICCACA_01562	CDS	456				hypothetical protein
IJICCACA_01563	CDS	501				GCN5-like N-acetyltransferase
IJICCACA_01564	tRNA	74				tRNA-Arg(cct)
IJICCACA_01565	CDS	1320				transposase
IJICCACA_01566	CDS	582				resolvase
IJICCACA_01567	CDS	1653				transposase
IJICCACA_01568	CDS	1065				hypothetical protein
IJICCACA_01569	CDS	1287	mntH			divalent metal cation transporter MntH
IJICCACA_01570	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
IJICCACA_01571	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
IJICCACA_01572	CDS	792				oxidoreductase
IJICCACA_01573	CDS	1113	pstS3			phosphate ABC transporter substrate-binding lipoprotein PstS
IJICCACA_01574	CDS	975	pstC2			phosphate ABC transporter permease PstC
IJICCACA_01575	CDS	903	pstA1			phosphate ABC transporter permease PstA
IJICCACA_01576	CDS	1995	pknD			serine/threonine-protein kinase PknD
IJICCACA_01577	CDS	1113	pstS2			phosphate ABC transporter substrate-binding lipoprotein PstS
IJICCACA_01578	CDS	831	pstB			phosphate ABC transporter ATP-binding protein PstB
IJICCACA_01579	CDS	1125	pstS1			phosphate ABC transporter substrate-binding lipoprotein PstS
IJICCACA_01580	CDS	1017	pstC1			phosphate ABC transporter permease PstC
IJICCACA_01581	CDS	906	pstA2			phosphate ABC transporter permease PstA
IJICCACA_01582	CDS	822	mku			non-homologous end joining protein Ku
IJICCACA_01583	CDS	2280	ligD_2			multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD
IJICCACA_01584	CDS	1935				bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase
IJICCACA_01585	CDS	867				oxidoreductase
IJICCACA_01586	CDS	765				hypothetical protein
IJICCACA_01587	CDS	1041				monooxygenase
IJICCACA_01588	CDS	477				formamidopyrimidine-DNA glycosylase
IJICCACA_01589	CDS	762				oxidoreductase
IJICCACA_01590	CDS	1662	pgi			glucose-6-phosphate isomerase
IJICCACA_01591	CDS	273				chorismate mutase
IJICCACA_01592	CDS	2316	uvrD1			ATP-dependent DNA helicase UvrD
IJICCACA_01593	CDS	999				hypothetical protein
IJICCACA_01594	CDS	1164	sucC			succinyl-CoA ligase subunit beta
IJICCACA_01595	CDS	903	sucD			succinyl-CoA ligase subunit alpha
IJICCACA_01596	CDS	849				oxidoreductase
IJICCACA_01597	CDS	912				transmembrane protein
IJICCACA_01598	CDS	1359				integral membrane protein
IJICCACA_01599	CDS	468	purN			phosphoribosylglycinamide formyltransferase PurN
IJICCACA_01600	CDS	1572	purH			bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase
IJICCACA_01601	CDS	1380				magnesium chelatase
IJICCACA_01602	CDS	2019			COG4867	putative protein
IJICCACA_01603	CDS	222	vapB9			antitoxin VapB9
IJICCACA_01604	CDS	384	vapC9			ribonuclease VapC9
IJICCACA_01605	CDS	348				integral membrane protein
IJICCACA_01606	CDS	675	lprP			lipoprotein LprP
IJICCACA_01607	CDS	141				hypothetical protein
IJICCACA_01608	CDS	963				hypothetical protein
IJICCACA_01609	CDS	420				hypothetical protein
IJICCACA_01610	CDS	603				putative protein
IJICCACA_01611	CDS	360	csoR_2			copper-sensing transcriptional repressor CsoR
IJICCACA_01612	CDS	297				putative protein
IJICCACA_01613	CDS	2379	ctpV			copper-exporting ATPase
IJICCACA_01614	CDS	633				integral membrane protein
IJICCACA_01615	CDS	810	echA7			enoyl-CoA hydratase EchA7
IJICCACA_01616	CDS	1167	fadE12			acyl-CoA dehydrogenase fadE12
IJICCACA_01617	CDS	2004	accA2			acetyl/propionyl-CoA carboxylase subuit alpha
IJICCACA_01618	CDS	1596	accD2			acetyl-/propionyl-CoA carboxylase subunit beta
IJICCACA_01619	CDS	1149	fadE13			acyl-CoA dehydrogenase FadE13
IJICCACA_01620	CDS	1683				hypothetical protein
IJICCACA_01621	CDS	2772	PE_PGRS16			PE-PGRS family protein PE_PGRS16
IJICCACA_01622	CDS	276	PE_PGRS17			PE-PGRS family protein PE_PGRS17
IJICCACA_01623	CDS	534	moaC3			cyclic pyranopterin monophosphate synthase accessory protein
IJICCACA_01624	CDS	666	moaX			MoaD-MoaE fusion protein MoaX
IJICCACA_01625	CDS	615				methyltransferase
IJICCACA_01626	CDS	243	vapB44			antitoxin VapB44
IJICCACA_01627	CDS	429	vapC44			ribonuclease VapC44
IJICCACA_01628	CDS	792	sdhB			succinate dehydrogenase iron-sulphur protein subunit
IJICCACA_01629	CDS	1749	sdhA			succinate dehydrogenase flavoprotein subunit
IJICCACA_01630	CDS	435	sdhD			succinate dehydrogenase hydrophobic membrane anchor subunit
IJICCACA_01631	CDS	339	sdhC			succinate dehydrogenase cytochrome B-556 subunit
IJICCACA_01632	CDS	402	cdd			cytidine deaminase
IJICCACA_01633	CDS	1284	deoA			thymidine phosphorylase
IJICCACA_01634	CDS	1098	add			adenosine deaminase
IJICCACA_01635	CDS	312				pilin
IJICCACA_01636	CDS	171				hypothetical protein
IJICCACA_01637	CDS	933				hypothetical protein
IJICCACA_01638	CDS	1263				hypothetical protein
IJICCACA_01639	CDS	900	sapM			acid phosphatase
IJICCACA_01640	CDS	624	upp			uracil phosphoribosyltransferase
IJICCACA_01641	CDS	1605	pmmB			phosphomannomutase PmmB
IJICCACA_01642	CDS	807	deoD			purine nucleoside phosphorylase
IJICCACA_01643	CDS	1185	amiB1			amidase AmiB
IJICCACA_01644	CDS	1170	amiA1			N-acyl-L-amino acid amidohydrolase AmiA
IJICCACA_01645	CDS	600				hypothetical protein
IJICCACA_01646	CDS	1482	lpdA			NAD(P)H quinone reductase LpdA
IJICCACA_01647	CDS	1758	glpD2			glycerol-3-phosphate dehydrogenase
IJICCACA_01648	CDS	666	phoY1			phosphate transport system transcriptional regulator PhoY
IJICCACA_01649	CDS	918				hypothetical protein
IJICCACA_01650	CDS	2910	atsB			arylsulfatase AtsB
IJICCACA_01651	CDS	900	lpqC			esterase LpqC
IJICCACA_01652	CDS	768	nei			endonuclease VIII
IJICCACA_01653	CDS	4542	lhr			ATP-dependent helicase
IJICCACA_01654	CDS	666				TetR family transcriptional regulator
IJICCACA_01655	CDS	810			COG1373	putative protein
IJICCACA_01656	CDS	1485	pcd			piperideine-6-carboxylic acid dehydrogenase
IJICCACA_01657	CDS	1248			COG5383	putative protein
IJICCACA_01658	CDS	453	lrpA			transcriptional regulator LrpA
IJICCACA_01659	CDS	1269	lat			L-lysine-epsilon aminotransferase
IJICCACA_01660	CDS	378				transmembrane protein
IJICCACA_01661	CDS	312				hypothetical protein
IJICCACA_01662	CDS	438	rsbW			anti-sigma factor RsbW
IJICCACA_01663	CDS	723	sigF			RNA polymerase sigma factor SigF
IJICCACA_01664	CDS	1803	accA3			bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA
IJICCACA_01665	CDS	432			COG2166	putative SufE-like protein
IJICCACA_01666	CDS	966	sseA			thiosulfate sulfurtransferase SseA
IJICCACA_01667	CDS	669		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
IJICCACA_01668	CDS	429	accE5			bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE
IJICCACA_01669	CDS	1674	accD5			propionyl-CoA carboxylase subunit beta
IJICCACA_01670	CDS	801	birA			bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase
IJICCACA_01671	CDS	519				transmembrane protein
IJICCACA_01672	CDS	819				transmembrane protein
IJICCACA_01673	CDS	1227	purK			5-(carboxyamino)imidazole ribonucleotide synthase
IJICCACA_01674	CDS	525	purE			5-(carboxyamino)imidazole ribonucleotide mutase
IJICCACA_01675	CDS	1170	fadE25			acyl-CoA dehydrogenase
IJICCACA_01676	CDS	2271				transmembrane carbonic anhydrase
IJICCACA_01677	CDS	1185	far_2			fatty-acid-CoA racemase
IJICCACA_01678	CDS	669				integral membrane protein
IJICCACA_01679	CDS	2157	ctpC			manganese/zinc-exporting P-type ATPase
IJICCACA_01680	CDS	282				putative protein
IJICCACA_01681	CDS	741				hypothetical protein
IJICCACA_01682	CDS	1494	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
IJICCACA_01683	CDS	915	rmlD			dTDP-4-dehydrorhamnose reductase
IJICCACA_01684	CDS	924	wbbL1			N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
IJICCACA_01685	CDS	1056	manB			D-alpha-D-mannose-1-phosphate guanylyltransferase ManB
IJICCACA_01686	CDS	1590				DNA methylase
IJICCACA_01687	CDS	114				hypothetical protein
IJICCACA_01688	CDS	1347	fbiB			coenzyme F420:L-glutamate ligase
IJICCACA_01689	CDS	996	fbiA			2-phospho-L-lactate transferase
IJICCACA_01690	CDS	372	whiB			Transcriptional regulator WhiB
IJICCACA_01691	CDS	420				hypothetical protein
IJICCACA_01692	CDS	492				hypothetical protein
IJICCACA_01693	CDS	1398	pmmA			phosphomannomutase PmmA
IJICCACA_01694	CDS	1041				hypothetical protein
IJICCACA_01695	CDS	1227	manA			mannose-6-phosphate isomerase
IJICCACA_01696	CDS	1389				oxygenase
IJICCACA_01697	CDS	1488				cationic amino acid transport integral membrane protein
IJICCACA_01698	CDS	1251	alkB			transmembrane alkane 1-monooxygenase AlkB
IJICCACA_01699	CDS	171	rubA			rubredoxin RubA
IJICCACA_01700	CDS	183	rubB			rubredoxin RubB
IJICCACA_01701	CDS	636				TetR family transcriptional regulator
IJICCACA_01702	CDS	1488	sahH			adenosylhomocysteinase
IJICCACA_01703	CDS	645	tmk			thymidylate kinase
IJICCACA_01704	CDS	687	mtrA			two component DNA-binding response regulator MtrA
IJICCACA_01705	CDS	1704	mtrB			two component sensory histidine kinase MtrB
IJICCACA_01706	CDS	1752	lpqB			lipoprotein LpqB
IJICCACA_01707	CDS	843				hypothetical protein
IJICCACA_01708	CDS	726				hypothetical protein
IJICCACA_01709	CDS	660	hpf		COG1544	Ribosome hibernation promotion factor
IJICCACA_01710	CDS	2898	secA1			protein translocase subunit SecA
IJICCACA_01711	CDS	3207				transmembrane transport protein
IJICCACA_01712	CDS	735				integral membrane protein
IJICCACA_01713	CDS	483	amhM		COG0490	Ammonium/H(+) antiporter subunit AmhM
IJICCACA_01714	CDS	1158				integral membrane transport protein
IJICCACA_01715	CDS	552				hypothetical protein
IJICCACA_01716	CDS	816	tgs3			diacyglycerol O-acyltransferase
IJICCACA_01717	CDS	603				diacylglycerol acyltransferase
IJICCACA_01718	CDS	867	ppk2			polyphosphate kinase
IJICCACA_01719	CDS	510				hypothetical protein
IJICCACA_01720	CDS	1143				stearoyl-CoA 9-desaturase electron transfer protein
IJICCACA_01721	CDS	1284	desA3			stearoyl-CoA 9-desaturase
IJICCACA_01722	CDS	993	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
IJICCACA_01723	CDS	1353	aroA			3-phosphoshikimate 1-carboxyvinyltransferase
IJICCACA_01724	CDS	759	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
IJICCACA_01725	CDS	1425				GCN5-like N-acetyltransferase
IJICCACA_01726	CDS	228				hypothetical protein
IJICCACA_01727	CDS	849				iron-regulated short-chain dehydrogenase/reductase
IJICCACA_01728	CDS	768	sigH			ECF RNA polymerase sigma factor SigH
IJICCACA_01729	CDS	552				hypothetical protein
IJICCACA_01730	CDS	306	rshA			anti-sigma factor RshA
IJICCACA_01731	CDS	240	TB7.3			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
IJICCACA_01732	CDS	1506				two component sensor kinase
IJICCACA_01733	CDS	255	whiB1			transcriptional regulator WhiB1
IJICCACA_01734	CDS	966	yegS	2.7.1.-		lipid kinase YegS
IJICCACA_01735	CDS	102				hypothetical protein
IJICCACA_01736	CDS	408				integral membrane protein
IJICCACA_01737	CDS	291				hypothetical protein
IJICCACA_01738	CDS	1107	entC			isochorismate synthase
IJICCACA_01739	CDS	612	gpm2			phosphoglycerate mutase
IJICCACA_01740	CDS	801				SOJ/ParA-like protein
IJICCACA_01741	CDS	1224				hypothetical protein
IJICCACA_01742	CDS	1584	rhlE			ATP-dependent RNA helicase RhlE
IJICCACA_01743	CDS	696				hypothetical protein
IJICCACA_01744	CDS	294	mmpS3_1			membrane protein MmpS3
IJICCACA_01745	CDS	363				hypothetical protein
IJICCACA_01746	CDS	288				hypothetical protein
IJICCACA_01747	CDS	687				TetR family transcriptional regulator
IJICCACA_01748	CDS	987				hypothetical protein
IJICCACA_01749	CDS	1179	moeB1			adenylyltransferase/sulfurtransferase MoeZ
IJICCACA_01750	CDS	879				hypothetical protein
IJICCACA_01751	CDS	306				DNA-methyltransferase
IJICCACA_01752	CDS	786	lipV			lipase LipV
IJICCACA_01753	CDS	210				putative proteinA
IJICCACA_01754	CDS	3168				ATP-dependent DNA helicase
IJICCACA_01755	CDS	3306				ATP-dependent DNA helicase
IJICCACA_01756	CDS	1068				transmembrane cation transporter
IJICCACA_01757	CDS	942	nudC			NADH pyrophosphatase
IJICCACA_01758	CDS	255				glutaredoxin protein
IJICCACA_01759	CDS	2112	uvrD2			ATP-dependent DNA helicase UvrD
IJICCACA_01760	CDS	123				hypothetical protein
IJICCACA_01761	CDS	291	whiB7			transcriptional regulator WhiB7
IJICCACA_01762	CDS	1344				ABC transporter ATP-binding protein
IJICCACA_01763	CDS	174				hypothetical protein
IJICCACA_01764	CDS	867				hypothetical protein
IJICCACA_01765	CDS	1401				hypothetical protein
IJICCACA_01766	CDS	999	ylbL		COG3480	putative protein YlbL
IJICCACA_01767	CDS	2979				transmembrane protein
IJICCACA_01768	CDS	156				hypothetical protein
IJICCACA_01769	CDS	465				hypothetical protein
IJICCACA_01770	tRNA	77				tRNA-Met(cat)
IJICCACA_01771	CDS	1185				transposase
IJICCACA_01772	CDS	186				hypothetical protein
IJICCACA_01773	CDS	210				hypothetical protein
IJICCACA_01774	CDS	1266				hypothetical protein
IJICCACA_01775	CDS	621				hypothetical protein
IJICCACA_01776	CDS	348				transcriptional regulator
IJICCACA_01777	CDS	171				hypothetical protein
IJICCACA_01778	CDS	1008				transcriptional activator protein
IJICCACA_01779	CDS	987	qor			quinone reductase
IJICCACA_01780	CDS	864	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
IJICCACA_01781	CDS	933				antibiotic ABC transporter permease
IJICCACA_01782	CDS	786				antibiotic ABC transporter permease
IJICCACA_01783	CDS	942				antibiotic ABC transporter ATP-binding protein
IJICCACA_01784	CDS	1776				alpha-(1->6)-mannopyranosyltransferase
IJICCACA_01785	CDS	735				transcriptional regulator
IJICCACA_01786	CDS	2541				hypothetical protein
IJICCACA_01787	CDS	1194				hypothetical protein
IJICCACA_01788	CDS	801				ABC transporter ATP-binding protein
IJICCACA_01789	CDS	1254	csd			cysteine desulfurase
IJICCACA_01790	CDS	489				nitrogen fixation related protein
IJICCACA_01791	CDS	348				hypothetical protein
IJICCACA_01792	CDS	1830	fadE15			acyl-CoA dehydrogenase
IJICCACA_01793	CDS	1113	PE_PGRS29			PE-PGRS family protein PE_PGRS29
IJICCACA_01794	CDS	1974	ctpD			cobalt/nickel-exporting P-type ATPase
IJICCACA_01795	CDS	375	trxA			thioredoxin TrxA
IJICCACA_01796	CDS	372	trxB1			thioredoxin
IJICCACA_01797	CDS	858	echA12			enoyl-CoA hydratase EchA12
IJICCACA_01798	CDS	1629				macrolide ABC transporter ATP-binding protein
IJICCACA_01799	CDS	192				transcriptional regulator
IJICCACA_01800	CDS	564				transcriptional regulator
IJICCACA_01801	CDS	2832	acn			iron-regulated aconitate hydratase
IJICCACA_01802	CDS	561				membrane protein
IJICCACA_01803	CDS	1419	ripA			peptidoglycan endopeptidase RipA
IJICCACA_01804	CDS	726				peptidoglycan endopeptidase RipB
IJICCACA_01805	CDS	1134	moxR1			transcriptional regulator MoxR1
IJICCACA_01806	CDS	954			COG1721	putative protein
IJICCACA_01807	CDS	1008				membrane protein
IJICCACA_01808	CDS	924				hypothetical protein
IJICCACA_01809	CDS	744	fabG1			3-oxoacyl-ACP reductase FabG
IJICCACA_01810	CDS	810	inhA_2			NADH-dependent enoyl-[ACP] reductase
IJICCACA_01811	CDS	1035	hemZ			ferrochelatase
IJICCACA_01812	CDS	909				putative protein
IJICCACA_01813	CDS	435				hypothetical protein
IJICCACA_01814	CDS	1146			COG0330	putative protein
IJICCACA_01815	CDS	357				hypothetical protein
IJICCACA_01816	CDS	210	mutB_1			methylmalonyl-CoA mutase large subunit
IJICCACA_01817	CDS	1308				membrane protein
IJICCACA_01818	CDS	759				TVP38/TMEM64 family membrane protein
IJICCACA_01819	CDS	1848	mutA			methylmalonyl-CoA mutase small subunit
IJICCACA_01820	CDS	2253	mutB_2			methylmalonyl-CoA mutase large subunit
IJICCACA_01821	CDS	303	mazE4			antitoxin MazE4
IJICCACA_01822	CDS	318	mazF4			mRNA interferase MazF4
IJICCACA_01823	CDS	1005				transport system kinase
IJICCACA_01824	CDS	1287	lipL			esterase LipL
IJICCACA_01825	CDS	618				methyltransferase
IJICCACA_01826	CDS	213			COG3360	Dodecin
IJICCACA_01827	CDS	1029				glycosyltransferase
IJICCACA_01828	CDS	822			COG5285	putative protein
IJICCACA_01829	CDS	900				putative protein
IJICCACA_01830	CDS	441	wecE_1	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
IJICCACA_01831	CDS	564	wecE_2	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
IJICCACA_01832	CDS	666	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
IJICCACA_01833	CDS	501				hypothetical protein
IJICCACA_01834	CDS	696				putative protein
IJICCACA_01835	CDS	1560				membrane protein
IJICCACA_01836	CDS	363	gmd	4.2.1.47		GDP-mannose 4,6-dehydratase
IJICCACA_01837	CDS	840	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
IJICCACA_01838	CDS	249				hypothetical protein
IJICCACA_01839	CDS	1299				integral membrane protein
IJICCACA_01840	CDS	1023	gmdA			GDP-D-mannose dehydratase GmdA
IJICCACA_01841	CDS	969	epiA			nucleotide-sugar epimerase EpiA
IJICCACA_01842	CDS	732				hypothetical protein
IJICCACA_01843	CDS	789				glycosyltransferase
IJICCACA_01844	CDS	855				hypothetical protein
IJICCACA_01845	CDS	1011				sugar transferase
IJICCACA_01846	CDS	765				integral membrane protein
IJICCACA_01847	CDS	960				hypothetical protein
IJICCACA_01848	CDS	1041				sugar transferase
IJICCACA_01849	CDS	201				hypothetical protein
IJICCACA_01850	CDS	1752	fadD25			fatty-acid--CoA ligase FadD25
IJICCACA_01851	CDS	3537	mmpL12			transmembrane transport protein MmpL12
IJICCACA_01852	CDS	786				methyltransferase
IJICCACA_01853	CDS	1245				glycosyltransferase
IJICCACA_01854	CDS	786	wbbL2			rhamnosyl transferase WbbL
IJICCACA_01855	CDS	1281				glycosyltransferase
IJICCACA_01856	CDS	6303	pks5			polyketide synthase
IJICCACA_01857	CDS	441	papA4			polyketide synthase associated protein PapA
IJICCACA_01858	CDS	1755	fadD24			fatty-acid--CoA ligase FadD24
IJICCACA_01859	CDS	1104	adh			alcohol dehydrogenase
IJICCACA_01860	CDS	567				hypothetical protein
IJICCACA_01861	CDS	435				hypothetical protein
IJICCACA_01862	CDS	1128				monooxygenase
IJICCACA_01863	CDS	678				transcriptional regulator
IJICCACA_01864	misc_RNA	170				ykoK
IJICCACA_01865	CDS	237				hypothetical protein
IJICCACA_01866	CDS	3156	ileS			isoleucine--tRNA ligase
IJICCACA_01867	CDS	1392	dinX			DNA polymerase IV
IJICCACA_01868	CDS	966	ansA			L-aparaginase
IJICCACA_01869	CDS	507	lspA			lipoprotein signal peptidase
IJICCACA_01870	CDS	885				RNA pseudouridine synthase
IJICCACA_01871	CDS	594	lprI			lipoprotein LprI
IJICCACA_01872	CDS	411	glbN			hemoglobin GlbN
IJICCACA_01873	CDS	1026				oxidoreductase
IJICCACA_01874	CDS	804				ketoacyl reductase
IJICCACA_01875	CDS	228				hypothetical protein
IJICCACA_01876	CDS	432				toxin
IJICCACA_01877	CDS	3555	dnaE1			DNA polymerase III subunit alpha
IJICCACA_01878	CDS	2037	PPE21_1			PPE family protein PPE21
