# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv3897c	Rv3897c	Rv3897c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv3898c	Rv3898c	Rv3898c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
Rv3899c	Rv3899c	Rv3899c	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
Rv3900c	Rv3900c	Rv3900c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3901c	Rv3901c	Rv3901c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3902c	Rv3902c	Rv3902c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv3903c	Rv3903c	Rv3903c	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0
Rv3906c	Rv3906c	Rv3906c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3909	Rv3909	Rv3909	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv3910	Rv3910	Rv3910	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv3912	Rv3912	Rv3912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3915	Rv3915	Rv3915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv3916c	Rv3916c	Rv3916c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TB15.3	Rv1636	Rv1636	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TB18.6	Rv2140c	Rv2140c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TB27.3	Rv0577	Rv0577	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
TB31.7	Rv2623	Rv2623	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TB7.3	Rv3221c	Rv3221c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TB9.4	Rv3208A	Rv3208A	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
aao	Rv1905c	Rv1905c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
accD1	Rv2502c	Rv2502c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
accD3	Rv0904c	Rv0904c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
accD4	Rv3799c	Rv3799c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
accD6	Rv2247	Rv2247	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
aceE	Rv2241	Rv2241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
acg	Rv2032	Rv2032	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ackA	Rv0409	Rv0409	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
acs	Rv3667	Rv3667	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
aftD	Rv0236c	Rv0236c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
aglA	Rv2471	Rv2471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ahpC	Rv2428	Rv2428	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ahpD	Rv2429	Rv2429	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ahpE	Rv2238c	Rv2238c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
alaS	Rv2555c	Rv2555c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
alkA	Rv1317c	Rv1317c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
amiA1	Rv3305c	Rv3305c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
amiB1	Rv3306c	Rv3306c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
amiB2	Rv1263	Rv1263	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
amt	Rv2920c	Rv2920c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ansA	Rv1538c	Rv1538c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ansP1	Rv2127	Rv2127	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ansP2	Rv0346c	Rv0346c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
aofH	Rv3170	Rv3170	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
apa	Rv1860	Rv1860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aprA	Rv2395A	Rv2395A	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
aprB	Rv2395B	Rv2395B	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
arcA	Rv1001	Rv1001	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
argA	Rv2747	Rv2747	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
aroA	Rv3227	Rv3227	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
aroE	Rv2552c	Rv2552c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
arsA	Rv2684	Rv2684	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
arsB1	Rv2685	Rv2685	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
aspB	Rv3565	Rv3565	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
aspC	Rv0337c	Rv0337c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aspS	Rv2572c	Rv2572c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
atpC	Rv1311	Rv1311	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
atpD	Rv1310	Rv1310	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
atsA	Rv0711	Rv0711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
atsB	Rv3299c	Rv3299c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bacA	Rv1819c	Rv1819c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
bcp	Rv2521	Rv2521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
betP	Rv0917	Rv0917	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bglS	Rv0186	Rv0186	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
bioA	Rv1568	Rv1568	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
bioD	Rv1570	Rv1570	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bioF1	Rv1569	Rv1569	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bisC	Rv1442	Rv1442	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bkdA	Rv2497c	Rv2497c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
bkdB	Rv2496c	Rv2496c	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
bkdC	Rv2495c	Rv2495c	protein_coding	0	0	1	4	0	0	0	4	0	1	0	0	0	0	0
blaI	Rv1846c	Rv1846c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
blaR	Rv1845c	Rv1845c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
bpoB	Rv1123c	Rv1123c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cadI	Rv2641	Rv2641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
caeA	Rv2224c	Rv2224c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
canA	Rv1284	Rv1284	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
canB	Rv3588c	Rv3588c	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10
cbs	Rv1077	Rv1077	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ccdA	Rv0527	Rv0527	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ccsA	Rv0529	Rv0529	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
celA1	Rv0062	Rv0062	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ceoB	Rv2691	Rv2691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ceoC	Rv2692	Rv2692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
che1	Rv2393	Rv2393	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
choD	Rv3409c	Rv3409c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cinA	Rv1901	Rv1901	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
citA	Rv0889c	Rv0889c	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
citE	Rv2498c	Rv2498c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
clgR	Rv2745c	Rv2745c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
clpB	Rv0384c	Rv0384c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
clpC1	Rv3596c	Rv3596c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
clpC2	Rv2667	Rv2667	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
clpP1	Rv2461c	Rv2461c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
clpP2	Rv2460c	Rv2460c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
clpX	Rv2457c	Rv2457c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cmaA2	Rv0503c	Rv0503c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
cmtR	Rv1994c	Rv1994c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cobC	Rv2231c	Rv2231c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
cobD	Rv2236c	Rv2236c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
cobG	Rv2064	Rv2064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cobH	Rv2065	Rv2065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cobI	Rv2066	Rv2066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cobN	Rv2062c	Rv2062c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
cobQ2	Rv3713	Rv3713	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cobS	Rv2208	Rv2208	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
cobT	Rv2207	Rv2207	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
csd	Rv1464	Rv1464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cspA	Rv3648c	Rv3648c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
cstA	Rv3063	Rv3063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ctaB	Rv1451	Rv1451	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
ctaC	Rv2200c	Rv2200c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ctaE	Rv2193	Rv2193	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ctpB	Rv0103c	Rv0103c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ctpC	Rv3270	Rv3270	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ctpE	Rv0908	Rv0908	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ctpF	Rv1997	Rv1997	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ctpH	Rv0425c	Rv0425c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ctpI	Rv0107c	Rv0107c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
cut1	Rv1758	Rv1758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cut2	Rv2301	Rv2301	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
cut3	Rv3451	Rv3451	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cut4	Rv3452	Rv3452	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cut5a	Rv3724A	Rv3724A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cut5b	Rv3724B	Rv3724B	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp125	Rv3545c	Rv3545c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cyp135A1	Rv0327c	Rv0327c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cyp136	Rv3059	Rv3059	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
cyp137	Rv3685c	Rv3685c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp138	Rv0136	Rv0136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp139	Rv1666c	Rv1666c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp140	Rv1880c	Rv1880c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
cyp144	Rv1777	Rv1777	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
cysA1	Rv2397c	Rv2397c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
cysA2	Rv0815c	Rv0815c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
cysD	Rv1285	Rv1285	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cysE	Rv2335	Rv2335	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cysH	Rv2392	Rv2392	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
cysK1	Rv2334	Rv2334	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cysK2	Rv0848	Rv0848	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cysN	Rv1286	Rv1286	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
cysQ	Rv2131c	Rv2131c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
cysW	Rv2398c	Rv2398c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
dacB1	Rv3330	Rv3330	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dapB	Rv2773c	Rv2773c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dapC	Rv0858c	Rv0858c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dcd	Rv0321	Rv0321	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
ddlA	Rv2981c	Rv2981c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ddn	Rv3547	Rv3547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dedA	Rv2637	Rv2637	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
def	Rv0429c	Rv0429c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
deoD	Rv3307	Rv3307	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
desA1	Rv0824c	Rv0824c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
desA3	Rv3229c	Rv3229c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
devB	Rv1445c	Rv1445c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
devR	Rv3133c	Rv3133c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
devS	Rv3132c	Rv3132c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
dfrA	Rv2763c	Rv2763c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dgt	Rv2344c	Rv2344c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dhaA	Rv2579	Rv2579	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dinP	Rv3056	Rv3056	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dinX	Rv1537	Rv1537	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dlaT	Rv2215	Rv2215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dnaB	Rv0058	Rv0058	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
dnaE1	Rv1547	Rv1547	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
dnaE2	Rv3370c	Rv3370c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
dnaG	Rv2343c	Rv2343c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dnaJ1	Rv0352	Rv0352	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
dnaK	Rv0350	Rv0350	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
dnaQ	Rv3711c	Rv3711c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dnaZX	Rv3721c	Rv3721c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
dop	Rv2112c	Rv2112c	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2
dosT	Rv2027c	Rv2027c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
dppA	Rv3666c	Rv3666c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dppB	Rv3665c	Rv3665c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
dppC	Rv3664c	Rv3664c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
eccA2	Rv3884c	Rv3884c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eccA3	Rv0282	Rv0282	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
eccB2	Rv3895c	Rv3895c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
eccC2	Rv3894c	Rv3894c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
eccC4	Rv3447c	Rv3447c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eccD1	Rv3877	Rv3877	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eccE1	Rv3882c	Rv3882c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
echA13	Rv1935c	Rv1935c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
echA16	Rv2831	Rv2831	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
echA19	Rv3516	Rv3516	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
echA2	Rv0456c	Rv0456c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
echA20	Rv3550	Rv3550	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
echA6	Rv0905	Rv0905	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
echA8	Rv1070c	Rv1070c	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
echA9	Rv1071c	Rv1071c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eis	Rv2416c	Rv2416c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
embR	Rv1267c	Rv1267c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
end	Rv0670	Rv0670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
eno	Rv1023	Rv1023	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
entC	Rv3215	Rv3215	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2
ephA	Rv3617	Rv3617	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ephB	Rv1938	Rv1938	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ephC	Rv1124	Rv1124	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ephD	Rv2214c	Rv2214c	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0
ephE	Rv3670	Rv3670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ephF	Rv0134	Rv0134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ephG	Rv2740	Rv2740	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ercc3	Rv0861c	Rv0861c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
erg3	Rv1814	Rv1814	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
espA	Rv3616c	Rv3616c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
espB	Rv3881c	Rv3881c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
espC	Rv3615c	Rv3615c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
espD	Rv3614c	Rv3614c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
espJ	Rv3878	Rv3878	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
espK	Rv3879c	Rv3879c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
espL	Rv3880c	Rv3880c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
esxE	Rv3904c	Rv3904c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxF	Rv3905c	Rv3905c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxI	Rv1037c	Rv1037c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxJ	Rv1038c	Rv1038c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxQ	Rv3017c	Rv3017c	protein_coding	0	0	0	15	0	0	0	1	0	0	0	0	0	0	14
esxR	Rv3019c	Rv3019c	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14
esxS	Rv3020c	Rv3020c	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14
esxT	Rv3444c	Rv3444c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxU	Rv3445c	Rv3445c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
esxV	Rv3619c	Rv3619c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
esxW	Rv3620c	Rv3620c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fabG2	Rv1350	Rv1350	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fabG3	Rv2002	Rv2002	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fabG4	Rv0242c	Rv0242c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
fabH	Rv0533c	Rv0533c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
fadA	Rv0859	Rv0859	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadA2	Rv0243	Rv0243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadA3	Rv1074c	Rv1074c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fadA5	Rv3546	Rv3546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadA6	Rv3556c	Rv3556c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fadB	Rv0860	Rv0860	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fadB5	Rv1912c	Rv1912c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadD1	Rv1750c	Rv1750c	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fadD11	Rv1550	Rv1550	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fadD11.1	Rv1549	Rv1549	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
fadD12	Rv1427c	Rv1427c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
fadD14	Rv1058	Rv1058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadD15	Rv2187	Rv2187	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadD16	Rv0852	Rv0852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadD17	Rv3506	Rv3506	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
fadD18	Rv3513c	Rv3513c	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4
fadD19	Rv3515c	Rv3515c	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
fadD22	Rv2948c	Rv2948c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadD25	Rv1521	Rv1521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadD26	Rv2930	Rv2930	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
fadD3	Rv3561	Rv3561	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
fadD32	Rv3801c	Rv3801c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
fadD35	Rv2505c	Rv2505c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE1	Rv0131c	Rv0131c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE10	Rv0873	Rv0873	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE13	Rv0975c	Rv0975c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE15	Rv1467c	Rv1467c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
fadE17	Rv1934c	Rv1934c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
fadE18	Rv1933c	Rv1933c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fadE19	Rv2500c	Rv2500c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
